ユーザID,日付,カテゴリ,単価,数量,金額,支払区分,店舗場所,収支
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-28,Travel,4105.33,2,8210.66,Mobile Payment,群馬県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-29,Food & Drink,356.08,8,2848.64,Credit Card,秋田県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-12,Utilities,898.54,8,7188.32,Credit Card,北海道,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-25,Shopping,40.14,1,40.14,Cash,和歌山県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-10,Shopping,730.03,7,5110.21,Cash,山梨県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-28,Shopping,267.1,2,534.2,Credit Card,秋田県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-28,Investment,5068.53,10,50685.3,Cash,鳥取県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-09,Shopping,659.79,1,659.79,Mobile Payment,三重県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-09,Investment,7281.34,10,72813.4,Other,奈良県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-05,Shopping,223.53,4,894.12,Mobile Payment,広島県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-26,Investment,1799.52,6,10797.12,Credit Card,三重県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-25,Health & Fitness,108.95,5,544.75,Mobile Payment,新潟県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-14,Health & Fitness,1067.97,6,6407.82,Credit Card,長野県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-16,Shopping,537.06,5,2685.3,Credit Card,滋賀県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-13,Travel,2224.41,2,4448.82,Cash,福島県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-02,Health & Fitness,729.27,6,4375.62,Other,鹿児島県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-18,Investment,7564.91,10,75649.1,Cash,広島県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-13,Travel,4175.15,3,12525.45,Cash,滋賀県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-11,Shopping,1292.35,2,2584.7,Mobile Payment,愛知県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-26,Travel,4314.44,8,34515.52,Mobile Payment,山口県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-14,Entertainment,270.09,5,1350.45,Mobile Payment,石川県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-19,Health & Fitness,757.32,2,1514.64,Other,福島県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-20,Travel,2271.68,5,11358.4,Cash,愛媛県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-17,Travel,633.57,1,633.57,Mobile Payment,岩手県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-22,Health & Fitness,1595.65,5,7978.25,Mobile Payment,オンライン,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-01,Rent,1270.45,6,7622.7,Other,群馬県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-05,Travel,2521.05,8,20168.4,Credit Card,兵庫県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-25,Investment,8889.05,8,71112.4,Credit Card,大阪府,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-11,Travel,2972.14,10,29721.4,Mobile Payment,滋賀県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-22,Food & Drink,59.1,8,472.8,Mobile Payment,静岡県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-19,Utilities,2039.32,3,6117.96,Other,広島県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-01,Health & Fitness,554.6,4,2218.4,Cash,滋賀県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-31,Rent,2057.64,9,18518.76,Cash,静岡県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-26,Investment,4595.3,7,32167.1,Other,神奈川県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-30,Entertainment,150.35,3,451.05,Other,青森県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-01,Health & Fitness,1074.62,3,3223.86,Mobile Payment,京都府,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-11,Health & Fitness,1710.44,7,11973.08,Cash,長野県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-29,Utilities,1184.74,5,5923.7,Other,愛知県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-29,Utilities,4146.04,1,4146.04,Credit Card,群馬県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-09,Rent,1272.85,1,1272.85,Credit Card,三重県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-20,Entertainment,281.76,6,1690.56,Other,滋賀県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-25,Shopping,467.34,10,4673.4,Credit Card,島根県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-27,Entertainment,64.72,9,582.48,Mobile Payment,栃木県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-18,Food & Drink,153.4,1,153.4,Cash,埼玉県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-16,Travel,1911.04,2,3822.08,Credit Card,山梨県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-16,Rent,1169.99,1,1169.99,Credit Card,青森県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-29,Rent,1416.55,8,11332.4,Mobile Payment,富山県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-01,Health & Fitness,688.54,8,5508.32,Cash,宮崎県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-24,Shopping,574.51,5,2872.55,Credit Card,群馬県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-26,Health & Fitness,1405.35,6,8432.1,Mobile Payment,神奈川県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-05,Utilities,3409.51,1,3409.51,Other,鹿児島県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-29,Investment,749.2,3,2247.6,Mobile Payment,山梨県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-01,Utilities,2397.07,6,14382.42,Mobile Payment,秋田県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-01,Travel,1192.61,1,1192.61,Other,山梨県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-06,Travel,2626.64,9,23639.76,Mobile Payment,長野県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-28,Travel,3312.67,4,13250.68,Mobile Payment,宮崎県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-15,Food & Drink,448.9,8,3591.2,Cash,山口県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-19,Health & Fitness,756.25,6,4537.5,Credit Card,静岡県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-04,Health & Fitness,1790.84,6,10745.04,Cash,香川県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-22,Food & Drink,149.29,7,1045.03,Mobile Payment,宮城県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-11,Health & Fitness,907.22,4,3628.88,Mobile Payment,兵庫県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-13,Food & Drink,465.23,8,3721.84,Other,佐賀県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-29,Investment,1395.26,2,2790.52,Credit Card,兵庫県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-02,Entertainment,388.42,2,776.84,Mobile Payment,新潟県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-01,Investment,173.36,7,1213.52,Mobile Payment,その他,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-22,Health & Fitness,1236.3,4,4945.2,Other,香川県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-15,Travel,3689.6,5,18448.0,Other,京都府,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-22,Utilities,4171.28,9,37541.52,Mobile Payment,富山県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-26,Rent,1487.37,2,2974.74,Other,鳥取県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-25,Investment,875.58,10,8755.8,Mobile Payment,京都府,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-27,Shopping,1345.44,4,5381.76,Mobile Payment,北海道,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-31,Entertainment,350.07,4,1400.28,Mobile Payment,佐賀県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-03,Investment,6884.75,6,41308.5,Credit Card,福島県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-16,Utilities,237.45,5,1187.25,Other,岩手県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-21,Travel,3742.82,8,29942.56,Cash,香川県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-19,Entertainment,326.46,8,2611.68,Mobile Payment,愛知県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-12,Food & Drink,152.7,10,1527.0,Cash,鳥取県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-19,Health & Fitness,611.95,6,3671.7,Other,鹿児島県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-25,Food & Drink,407.84,5,2039.2,Mobile Payment,岡山県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-26,Travel,3173.14,7,22211.98,Other,岩手県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-01,Shopping,93.97,8,751.76,Mobile Payment,香川県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-25,Food & Drink,22.65,8,181.2,Mobile Payment,福岡県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-08,Health & Fitness,348.34,2,696.68,Mobile Payment,北海道,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-27,Utilities,3787.93,1,3787.93,Cash,長崎県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-24,Entertainment,208.96,6,1253.76,Cash,愛知県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-27,Utilities,2901.12,2,5802.24,Other,岡山県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-05,Food & Drink,179.43,2,358.86,Cash,東京都,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-27,Food & Drink,293.54,5,1467.7,Mobile Payment,長野県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-26,Rent,1861.71,8,14893.68,Other,埼玉県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-19,Rent,2780.84,5,13904.2,Cash,山梨県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-17,Entertainment,367.72,5,1838.6,Mobile Payment,岐阜県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-17,Rent,2418.85,7,16931.95,Mobile Payment,オンライン,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-11,Food & Drink,264.58,5,1322.9,Other,岩手県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-30,Food & Drink,176.81,1,176.81,Other,大阪府,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-29,Utilities,3254.26,4,13017.04,Mobile Payment,山梨県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-25,Travel,2272.07,10,22720.7,Mobile Payment,茨城県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-11,Utilities,1934.94,5,9674.7,Credit Card,新潟県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-21,Investment,1926.33,9,17336.97,Other,沖縄県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-20,Utilities,587.28,2,1174.56,Credit Card,茨城県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-07,Health & Fitness,1102.68,6,6616.08,Mobile Payment,東京都,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-31,Travel,4306.68,3,12920.04,Cash,滋賀県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-28,Entertainment,110.22,2,220.44,Cash,埼玉県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-24,Health & Fitness,600.74,4,2402.96,Other,宮城県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-20,Utilities,2668.16,4,10672.64,Cash,栃木県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-30,Travel,2622.63,8,20981.04,Mobile Payment,徳島県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-21,Rent,2326.95,9,20942.55,Other,静岡県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-25,Travel,2315.13,1,2315.13,Other,群馬県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-05,Travel,158.99,7,1112.93,Other,富山県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-30,Rent,1936.28,7,13553.96,Cash,香川県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-13,Travel,1556.89,7,10898.23,Other,茨城県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-25,Rent,2191.93,8,17535.44,Cash,高知県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-30,Travel,806.63,5,4033.15,Mobile Payment,大分県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-23,Health & Fitness,1190.72,10,11907.2,Other,群馬県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-27,Travel,3882.37,8,31058.96,Mobile Payment,和歌山県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-08,Health & Fitness,710.12,6,4260.72,Mobile Payment,鳥取県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-15,Food & Drink,254.85,9,2293.65,Cash,山形県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-23,Rent,2318.68,4,9274.72,Credit Card,青森県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-03,Entertainment,301.82,2,603.64,Other,宮城県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-18,Travel,2830.24,3,8490.72,Cash,長野県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-13,Rent,2161.48,1,2161.48,Mobile Payment,岩手県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-28,Travel,3717.74,1,3717.74,Other,佐賀県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-02,Rent,1482.56,7,10377.92,Cash,沖縄県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-12,Utilities,1938.27,6,11629.62,Credit Card,千葉県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-11,Entertainment,219.29,5,1096.45,Other,埼玉県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-26,Entertainment,431.17,5,2155.85,Cash,熊本県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-11,Rent,2404.95,10,24049.5,Cash,神奈川県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-04,Rent,2493.49,1,2493.49,Mobile Payment,新潟県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-29,Investment,9913.65,5,49568.25,Other,沖縄県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-02,Food & Drink,238.27,3,714.81,Other,鳥取県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-25,Travel,2998.0,3,8994.0,Credit Card,大阪府,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-18,Travel,195.86,5,979.3,Other,千葉県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-12,Food & Drink,385.47,9,3469.23,Cash,大阪府,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-16,Travel,178.38,8,1427.04,Other,その他,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-15,Entertainment,210.27,2,420.54,Other,茨城県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-06,Rent,2922.18,9,26299.62,Cash,福井県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-07,Shopping,1968.66,5,9843.3,Cash,京都府,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-22,Investment,6929.67,9,62367.03,Cash,東京都,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-09,Utilities,3975.69,2,7951.38,Cash,新潟県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-28,Travel,2311.92,9,20807.28,Cash,佐賀県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-26,Rent,2892.65,10,28926.5,Cash,兵庫県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-15,Investment,4635.74,2,9271.48,Other,群馬県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-14,Travel,1305.8,2,2611.6,Other,愛媛県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-28,Investment,464.7,5,2323.5,Credit Card,茨城県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-30,Shopping,84.39,3,253.17,Other,山梨県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-14,Investment,6224.05,9,56016.45,Mobile Payment,石川県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-04,Utilities,2185.82,3,6557.46,Credit Card,静岡県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-25,Shopping,265.21,9,2386.89,Credit Card,佐賀県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-12,Food & Drink,419.14,6,2514.84,Other,岐阜県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-20,Investment,9452.69,8,75621.52,Credit Card,福島県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-14,Utilities,2027.23,10,20272.3,Cash,島根県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-21,Rent,2639.49,7,18476.43,Other,愛知県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-12,Utilities,4911.04,3,14733.12,Mobile Payment,三重県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-05,Food & Drink,320.51,3,961.53,Other,香川県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-02,Entertainment,184.02,3,552.06,Other,滋賀県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-07,Entertainment,452.54,4,1810.16,Cash,愛知県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-05,Travel,3132.49,8,25059.92,Mobile Payment,京都府,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-28,Health & Fitness,37.99,7,265.93,Credit Card,兵庫県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-03,Utilities,2559.03,10,25590.3,Mobile Payment,鳥取県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-27,Utilities,332.09,4,1328.36,Other,その他,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-16,Shopping,1851.29,8,14810.32,Credit Card,石川県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-28,Investment,2303.79,3,6911.37,Cash,島根県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-24,Rent,2482.56,8,19860.48,Mobile Payment,福岡県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-22,Food & Drink,24.29,2,48.58,Cash,愛媛県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-07,Investment,3292.19,9,29629.71,Cash,鹿児島県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-06,Entertainment,217.65,8,1741.2,Mobile Payment,長野県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-18,Utilities,2799.55,2,5599.1,Cash,奈良県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-02,Shopping,1350.77,8,10806.16,Other,千葉県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-01,Shopping,799.61,2,1599.22,Cash,北海道,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-17,Food & Drink,416.17,7,2913.19,Mobile Payment,熊本県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-28,Food & Drink,7.85,4,31.4,Other,広島県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-21,Shopping,1493.91,3,4481.73,Cash,奈良県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-24,Entertainment,57.54,6,345.24,Credit Card,岡山県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-18,Health & Fitness,613.59,10,6135.9,Mobile Payment,熊本県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-17,Utilities,727.64,9,6548.76,Credit Card,その他,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-16,Travel,3803.61,6,22821.66,Other,石川県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-27,Utilities,3062.98,1,3062.98,Cash,千葉県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-12,Utilities,849.34,6,5096.04,Mobile Payment,茨城県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-15,Investment,4613.04,2,9226.08,Credit Card,鳥取県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-17,Food & Drink,51.85,3,155.55,Credit Card,奈良県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-09,Utilities,1618.4,10,16184.0,Credit Card,滋賀県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-23,Utilities,3369.52,9,30325.68,Mobile Payment,鹿児島県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-03,Utilities,2981.78,2,5963.56,Cash,静岡県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-07,Shopping,1067.23,5,5336.15,Mobile Payment,大分県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-19,Travel,102.17,3,306.51,Credit Card,沖縄県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-03-24,Utilities,1250.9,6,7505.4,Mobile Payment,愛媛県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-30,Shopping,39.83,6,238.98,Other,愛媛県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-09,Utilities,808.39,8,6467.12,Credit Card,京都府,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-20,Entertainment,188.14,4,752.56,Mobile Payment,神奈川県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-15,Entertainment,403.02,3,1209.06,Cash,兵庫県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-21,Rent,2557.79,10,25577.9,Mobile Payment,山口県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-12-27,Rent,2776.75,5,13883.75,Credit Card,北海道,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-07,Entertainment,37.98,1,37.98,Other,京都府,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-06-11,Investment,6666.29,7,46664.03,Credit Card,山梨県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-19,Health & Fitness,1224.53,10,12245.3,Mobile Payment,福井県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-23,Investment,6270.45,2,12540.9,Cash,鹿児島県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-11,Rent,1373.02,8,10984.16,Credit Card,新潟県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-16,Food & Drink,201.12,2,402.24,Cash,宮崎県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-24,Shopping,1267.47,5,6337.35,Cash,その他,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-04,Investment,6573.39,8,52587.12,Cash,茨城県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-05-01,Travel,1408.51,5,7042.55,Mobile Payment,和歌山県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-02-23,Rent,1654.9,1,1654.9,Mobile Payment,オンライン,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-18,Food & Drink,343.14,6,2058.84,Other,徳島県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-12,Entertainment,13.62,3,40.86,Mobile Payment,石川県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-08,Utilities,2697.39,3,8092.17,Other,福井県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-20,Entertainment,81.84,1,81.84,Credit Card,大阪府,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-11-28,Food & Drink,227.1,8,1816.8,Cash,栃木県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-28,Health & Fitness,953.06,4,3812.24,Credit Card,京都府,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-09-27,Entertainment,110.5,8,884.0,Credit Card,新潟県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-10-06,Entertainment,12.43,1,12.43,Mobile Payment,山形県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-08-10,Travel,2480.91,2,4961.82,Credit Card,島根県,Expense
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-01-16,Health & Fitness,1501.36,9,13512.24,Other,大分県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-04-29,Travel,1682.87,10,16828.7,Other,宮城県,Income
f91d8271-ebc4-4617-b9d1-1293ae064d7a,2024-07-25,Travel,3399.27,6,20395.62,Cash,大分県,Expense
