USERID,Date,Transaction Description,Category,Amount,Type
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-17,Boy college mrs.,Travel,1304.74,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-03,Wide shoulder according strong.,Utilities,1902.7,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-26,Pressure activity defense detail.,Food & Drink,636.27,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-18,Forget once hope security.,Travel,7501.95,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-27,Child group describe.,Rent,385.73,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-26,Significant up still management.,Salary,2214.54,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-02,Dog late eat.,Salary,2067.9,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-16,Fear song save.,Investment,4509.35,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-11,Some gun ahead certainly act.,Entertainment,5448.44,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-17,Beyond family movement hospital back.,Other,179.95,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-10,Somebody son suddenly perform.,Health & Fitness,222.25,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-29,Fear song save.,Investment,2132.98,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-27,For age size.,Food & Drink,7584.28,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-28,Himself fire heavy.,Food & Drink,459.47,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-17,Allow news.,Investment,1248.66,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-03,Wrong difficult.,Investment,696.01,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-12,Somebody prepare few sound.,Travel,1083.24,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-22,Instead writer.,Entertainment,775.26,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-07,Child group describe.,Other,1480.52,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-31,Break time manager kid.,Shopping,5861.43,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-16,Child ball store process.,Salary,230.54,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-16,Find job where.,Shopping,1129.07,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-25,Including let result spend.,Travel,2339.4,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-03,Including time reflect.,Shopping,702.4,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-26,Be fire.,Utilities,1603.61,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-29,Democratic recent student specific political.,Entertainment,605.4,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-29,Little result paper seven.,Salary,1443.01,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-13,Television argue mouth.,Travel,825.56,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-21,Project at risk.,Entertainment,3740.29,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-28,Require remain save.,Other,3583.4,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-06,Finish increase economy middle public.,Other,263.8,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-19,Law agree appear political.,Investment,1016.53,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-12,Evening ahead smile.,Investment,3455.72,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-16,Meet seem population.,Rent,1316.12,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-17,Decide cultural start how thank.,Salary,7948.63,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-24,View know develop after.,Health & Fitness,874.69,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-14,Western order accept wide prevent.,Utilities,4153.54,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-20,Future congress.,Health & Fitness,919.58,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-01-28,Ever day.,Entertainment,272.71,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-24,Say unit four institution.,Food & Drink,334.82,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-28,Within woman.,Food & Drink,1202.11,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-25,Boy college mrs.,Shopping,806.74,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-01,Concern should recent across.,Utilities,1309.87,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-07,Doctor population grow bar.,Rent,4880.84,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-25,Project can.,Other,352.26,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-15,Claim move.,Utilities,952.89,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-26,Security unit executive.,Health & Fitness,3665.13,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-29,My serious whatever miss seek.,Travel,2293.86,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-15,Likely great paper.,Utilities,1551.76,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-26,Already free.,Utilities,1864.91,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-09,Gas teacher national weight all.,Travel,9802.11,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-26,Forget once hope security.,Food & Drink,844.78,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-13,Yeah exist behavior necessary miss.,Travel,4270.93,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-27,Material less focus hear.,Travel,620.45,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-02,Wide cut player wind.,Health & Fitness,155.49,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-05,Up hear draw.,Entertainment,382.78,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-29,Life bad soon.,Health & Fitness,220.15,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-30,Soon including important.,Health & Fitness,410.66,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-16,Else pull its adult house.,Travel,6501.07,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-02,Five store ask data.,Other,2029.73,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-04,Hope floor include.,Rent,407.03,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-17,Child ball store process.,Health & Fitness,717.06,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-24,Positive free case.,Investment,378.54,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-01-10,Detail about development discover.,Other,599.71,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-09,Into notice necessary true message.,Travel,299.64,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-15,Material produce station visit environmental.,Shopping,1685.92,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-23,Hear officer.,Utilities,299.85,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-11,Sell only manage.,Travel,353.41,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-08,Short for late education.,Travel,1138.18,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-04,Teacher decide possible.,Health & Fitness,667.18,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-17,No couple debate must.,Travel,205.46,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-28,Arrive which consider.,Salary,6638.68,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-02,Us money positive.,Salary,924.91,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-23,Give that individual of not.,Food & Drink,184.68,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-24,Degree enter father of source.,Food & Drink,1915.64,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-01-03,Wrong difficult.,Health & Fitness,2279.28,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-18,Course technology site.,Health & Fitness,395.53,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-25,Eat tonight run leader.,Other,250.89,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-15,Important source first him.,Travel,112.77,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-09,Already free.,Rent,172.67,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-27,Play woman remain event.,Investment,240.77,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-29,Important source first him.,Utilities,815.42,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-04,Show recently decide last.,Investment,5038.9,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-05,Tv budget system book.,Entertainment,403.79,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-05,Data exist.,Utilities,362.19,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-25,Remember carry.,Food & Drink,3547.21,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-21,Real small.,Investment,1863.73,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-16,Soon including important.,Utilities,1153.18,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-03,Guess service this different.,Shopping,346.95,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-11,Evening ahead smile.,Utilities,4911.92,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-12,Require remain save.,Other,370.36,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-24,Smile cover of pm eight.,Other,825.84,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-12,Sometimes while sense window.,Other,164.18,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-28,Reach step son.,Investment,36.37,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-30,Right know during someone.,Rent,8683.88,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-04,Man care resource.,Rent,6079.85,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-20,Nearly care base.,Investment,4821.14,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-01-20,Teacher decide possible.,Rent,471.16,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-28,Woman whose already.,Other,146.4,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-22,Find job where.,Food & Drink,1340.23,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-11,Article service produce political.,Utilities,21.2,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-29,Degree enter father of source.,Other,508.66,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-13,A value lot.,Utilities,55.59,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-27,Wrong difficult.,Utilities,7537.0,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-11,Picture evidence.,Utilities,861.7,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-13,Strategy fight institution.,Other,1499.02,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-30,Control piece behavior message wind.,Health & Fitness,338.33,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-05,Smile cover of pm eight.,Entertainment,1960.0,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-26,Himself fire heavy.,Investment,582.46,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-23,Third rich hospital.,Utilities,6797.35,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-20,Yeah exist behavior necessary miss.,Investment,2868.76,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-11,Fill thousand number.,Utilities,2873.66,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-09,Take family chance.,Salary,1116.38,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-19,Outside with each animal.,Entertainment,9759.75,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-18,Right know during someone.,Shopping,2101.38,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-18,Claim move.,Salary,32.89,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-01-22,Assume campaign assume.,Entertainment,1350.58,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-26,Finish without.,Salary,716.92,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-14,Including time reflect.,Travel,9285.2,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-08,Behind front attack song little.,Salary,482.18,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-21,Fish either boy between collection.,Health & Fitness,844.86,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-01,Law agree appear political.,Travel,835.17,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-08,Story case.,Food & Drink,49.04,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-20,Democratic standard major.,Rent,479.75,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-30,Build view.,Health & Fitness,1452.29,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-16,Participant above.,Food & Drink,1249.48,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-01-04,Wall act special.,Salary,825.53,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-01,Hospital writer can industry.,Shopping,1590.19,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-06,Movement door kind.,Investment,8195.93,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-14,Talk thing rock ever summer.,Travel,746.32,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-15,Happy action.,Health & Fitness,1195.08,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-04,Right know during someone.,Entertainment,265.98,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-22,Effort drive side human.,Other,967.96,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-09,Positive free case.,Entertainment,1305.95,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-11-22,Wall act special.,Rent,1688.02,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-19,Success teach mrs beat.,Food & Drink,3734.02,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-03,Detail data tell.,Health & Fitness,1742.25,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-17,Western tend candidate day.,Shopping,212.2,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-19,World site mr interest treatment.,Health & Fitness,2290.61,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-30,Child group describe.,Investment,9736.96,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-16,Likely evidence claim.,Health & Fitness,5353.11,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-24,Boy college mrs.,Salary,167.13,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-03,Success teach mrs beat.,Entertainment,1660.73,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-29,Television argue mouth.,Rent,952.99,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-23,Soon including important.,Investment,400.68,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-13,Price certain down standard nice.,Shopping,4428.71,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-19,Hospital writer can industry.,Utilities,3933.53,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-22,Ball theory prepare much throughout.,Travel,1196.01,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-05,Data exist.,Other,9385.99,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-14,As personal agreement.,Travel,9888.52,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-08,Notice street anything.,Food & Drink,234.28,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-12,Dinner rich decide do.,Shopping,737.67,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-01,Tell brother defense list second.,Food & Drink,1308.8,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-25,City offer financial data.,Food & Drink,1094.24,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-07,Picture early send morning.,Investment,1389.86,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-29,And student give score agree.,Salary,3479.03,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-25,Hospital writer can industry.,Health & Fitness,7311.73,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-17,Reach step son.,Shopping,1003.99,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-12,With yes nothing.,Travel,875.79,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-07-23,Man care resource.,Utilities,5257.65,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-29,City offer financial data.,Rent,1825.2,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-13,Base player data whose.,Other,2647.85,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-22,Recognize media goal.,Other,957.18,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-01-04,Natural own.,Food & Drink,3346.48,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-02,Relationship your your.,Shopping,287.06,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-14,Mother first hot free.,Health & Fitness,400.65,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-01,Heart still building.,Salary,1364.37,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-26,Book economic.,Utilities,9616.35,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-23,Less into per big.,Travel,1753.33,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-02-23,Important source first him.,Investment,428.8,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-28,Country little reality level.,Health & Fitness,146.33,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-01-12,Meet seem population.,Other,1124.14,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-25,Owner fact wife.,Investment,2360.28,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-13,Pretty least if.,Investment,2828.26,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-08-23,Bed report item.,Rent,1843.19,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-03-31,Strategy fight institution.,Health & Fitness,7866.08,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-26,Play woman remain event.,Other,5850.91,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-04-22,Different international sell several.,Travel,317.38,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-10-29,Short congress turn east marriage.,Other,365.53,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-05-16,Born same usually.,Travel,1545.08,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-06-20,Finish increase economy middle public.,Investment,129.25,Income
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-09-23,Clear single expect.,Food & Drink,3223.32,Expense
457b7141-7688-4eed-a2cc-47eae8f3347d,2024-12-14,However style.,Investment,14.56,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-12-08,Born same usually.,Health & Fitness,2884.34,Expense
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-09-19,Likely evidence claim.,Salary,3130.43,Expense
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-01-31,Positive free case.,Shopping,1610.37,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-05-24,Worker range feel.,Entertainment,7154.05,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-06-26,A value lot.,Shopping,4910.53,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-08-15,Environmental outside bed institution.,Other,4881.65,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-12-13,Born same usually.,Rent,8039.26,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-01-20,Serious reveal left social fine.,Food & Drink,6.84,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-07-24,Woman whose already.,Health & Fitness,342.75,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-07-28,Capital program story mention majority.,Travel,214.88,Expense
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-02-29,Give that individual of not.,Entertainment,3601.88,Expense
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-02-12,Piece require.,Health & Fitness,3674.89,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-05-06,Play woman remain event.,Salary,4037.35,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-08-15,Group never.,Shopping,1733.87,Expense
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-10-24,East list when.,Shopping,2752.45,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-02-15,Piece require.,Entertainment,3284.28,Expense
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-04-10,Third rich hospital.,Health & Fitness,5451.6,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-12-21,Why though decide bank likely.,Rent,363.46,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-02-21,Child ball store process.,Investment,3762.55,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-06-30,Detail about development discover.,Health & Fitness,4487.04,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-10-27,Piece require.,Shopping,9569.17,Expense
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-08-30,Including let result spend.,Salary,233.63,Expense
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-12-04,Require remain save.,Utilities,295.5,Expense
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-07-29,Board notice later thus.,Health & Fitness,149.58,Expense
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-02-20,Democratic standard major.,Investment,1964.94,Expense
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-05-09,Cost attorney.,Rent,91.81,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-09-02,Industry impact certainly.,Travel,486.11,Income
0ad5daee-c537-4fea-8bb2-03d7fa214edb,2024-08-11,Day fact modern.,Rent,619.14,Income
